States,Cancer Sites,Year,Sex,Race,Count,Population,Age-Adjusted Rate
Florida,"Urinary Bladder, invasive and in situ",2012,Female,White,1112.0,7798844,8.6
Florida,"Urinary Bladder, invasive and in situ",2012,Female,Other Races and Unknown combined,24.0,,
Florida,"Urinary Bladder, invasive and in situ",2012,Male,Asian or Pacific Islander,24.0,271411,12.6
Florida,"Urinary Bladder, invasive and in situ",2012,Male,Black or African American,175.0,1607022,16.1
Florida,"Urinary Bladder, invasive and in situ",2012,Male,White,4003.0,7522121,36.9
Florida,"Urinary Bladder, invasive and in situ",2012,Male,Other Races and Unknown combined,78.0,,
Florida,"Urinary Bladder, invasive and in situ",2013,Female,Black or African American,83.0,1757102,5.4
Florida,"Urinary Bladder, invasive and in situ",2013,Female,White,1103.0,7879972,8.3
Florida,"Urinary Bladder, invasive and in situ",2013,Female,Other Races and Unknown combined,21.0,,
Florida,"Urinary Bladder, invasive and in situ",2013,Male,Asian or Pacific Islander,17.0,279885,7.3
Florida,"Urinary Bladder, invasive and in situ",2013,Male,Black or African American,161.0,1634694,15.4
Florida,"Urinary Bladder, invasive and in situ",2013,Male,White,3823.0,7602498,34.5
Florida,"Urinary Bladder, invasive and in situ",2013,Male,Other Races and Unknown combined,81.0,,
Florida,"Urinary Bladder, invasive and in situ",2014,Female,Black or African American,70.0,1792285,4.5
Florida,"Urinary Bladder, invasive and in situ",2014,Female,White,1167.0,7990618,8.5
Florida,"Urinary Bladder, invasive and in situ",2014,Female,Other Races and Unknown combined,39.0,,
Florida,"Urinary Bladder, invasive and in situ",2014,Male,Asian or Pacific Islander,32.0,289449,14.2
Florida,"Urinary Bladder, invasive and in situ",2014,Male,Black or African American,150.0,1667399,13.2
Florida,"Urinary Bladder, invasive and in situ",2014,Male,White,3762.0,7707630,32.7
Florida,"Urinary Bladder, invasive and in situ",2014,Male,Other Races and Unknown combined,92.0,,
Florida,"Urinary Bladder, invasive and in situ",2015,Female,Black or African American,70.0,1827363,4.2
Florida,"Urinary Bladder, invasive and in situ",2015,Female,White,1141.0,8124532,8.1
Florida,"Urinary Bladder, invasive and in situ",2015,Female,Other Races and Unknown combined,34.0,,
Florida,"Urinary Bladder, invasive and in situ",2015,Male,Asian or Pacific Islander,26.0,300085,9.8
Florida,"Urinary Bladder, invasive and in situ",2015,Male,Black or African American,169.0,1701217,14.3
Florida,"Urinary Bladder, invasive and in situ",2015,Male,White,3692.0,7834395,31.1
Florida,"Urinary Bladder, invasive and in situ",2015,Male,Other Races and Unknown combined,124.0,,
Georgia,"Urinary Bladder, invasive and in situ",1999,Female,Black or African American,58.0,1239075,7.1
Georgia,"Urinary Bladder, invasive and in situ",1999,Female,White,262.0,2756311,8.9
Georgia,"Urinary Bladder, invasive and in situ",1999,Male,Black or African American,81.0,1104549,16.5
Georgia,"Urinary Bladder, invasive and in situ",1999,Male,White,738.0,2747297,35.9
Georgia,"Urinary Bladder, invasive and in situ",2000,Female,Black or African American,60.0,1272752,7.3
Georgia,"Urinary Bladder, invasive and in situ",2000,Female,White,261.0,2795947,8.8
Georgia,"Urinary Bladder, invasive and in situ",2000,Male,Black or African American,108.0,1137327,22.2
Georgia,"Urinary Bladder, invasive and in situ",2000,Male,White,786.0,2798842,36.4
Georgia,"Urinary Bladder, invasive and in situ",2001,Female,Black or African American,57.0,1303258,6.6
Georgia,"Urinary Bladder, invasive and in situ",2001,Female,White,252.0,2832055,8.4
Georgia,"Urinary Bladder, invasive and in situ",2001,Male,Black or African American,107.0,1164928,19.4
Georgia,"Urinary Bladder, invasive and in situ",2001,Male,White,837.0,2836389,38.1
Georgia,"Urinary Bladder, invasive and in situ",2002,Female,Black or African American,65.0,1333660,7.5
Georgia,"Urinary Bladder, invasive and in situ",2002,Female,White,257.0,2864104,8.4
Georgia,"Urinary Bladder, invasive and in situ",2002,Male,Black or African American,103.0,1188862,17.8
Georgia,"Urinary Bladder, invasive and in situ",2002,Male,White,853.0,2863301,37.7
Georgia,"Urinary Bladder, invasive and in situ",2003,Female,Black or African American,43.0,1362086,4.8
Georgia,"Urinary Bladder, invasive and in situ",2003,Female,White,288.0,2894047,9.3
Georgia,"Urinary Bladder, invasive and in situ",2003,Male,Black or African American,106.0,1209405,18.6
Georgia,"Urinary Bladder, invasive and in situ",2003,Male,White,884.0,2882539,38.4
Georgia,"Urinary Bladder, invasive and in situ",2004,Female,Black or African American,47.0,1393717,5.2
Georgia,"Urinary Bladder, invasive and in situ",2004,Female,White,303.0,2921848,9.6
Georgia,"Urinary Bladder, invasive and in situ",2004,Male,Black or African American,123.0,1241619,22.5
Georgia,"Urinary Bladder, invasive and in situ",2004,Male,White,926.0,2919529,39.3
Georgia,"Urinary Bladder, invasive and in situ",2005,Female,Black or African American,77.0,1432882,8.5
Georgia,"Urinary Bladder, invasive and in situ",2005,Female,White,303.0,2964185,9.4
Georgia,"Urinary Bladder, invasive and in situ",2005,Male,Black or African American,124.0,1269514,19.2
Georgia,"Urinary Bladder, invasive and in situ",2005,Male,White,884.0,2947221,36.8
Georgia,"Urinary Bladder, invasive and in situ",2006,Female,Black or African American,59.0,1487254,6.0
Georgia,"Urinary Bladder, invasive and in situ",2006,Female,White,271.0,3013099,8.1
Georgia,"Urinary Bladder, invasive and in situ",2006,Male,Black or African American,98.0,1318673,15.3
Georgia,"Urinary Bladder, invasive and in situ",2006,Male,White,929.0,3001381,37.0
Georgia,"Urinary Bladder, invasive and in situ",2007,Female,Black or African American,64.0,1535492,6.3
Georgia,"Urinary Bladder, invasive and in situ",2007,Female,White,286.0,3061219,8.4
Georgia,"Urinary Bladder, invasive and in situ",2007,Male,Black or African American,104.0,1356433,16.4
Georgia,"Urinary Bladder, invasive and in situ",2007,Male,White,1047.0,3040753,40.1
Georgia,"Urinary Bladder, invasive and in situ",2008,Female,Black or African American,69.0,1572192,6.5
Georgia,"Urinary Bladder, invasive and in situ",2008,Female,White,326.0,3093581,9.3
Georgia,"Urinary Bladder, invasive and in situ",2008,Male,Black or African American,138.0,1390436,18.8
Georgia,"Urinary Bladder, invasive and in situ",2008,Male,White,1018.0,3072335,37.7
Georgia,"Urinary Bladder, invasive and in situ",2009,Female,Black or African American,66.0,1604312,5.9
Georgia,"Urinary Bladder, invasive and in situ",2009,Female,White,298.0,3113298,8.4
Georgia,"Urinary Bladder, invasive and in situ",2009,Male,Black or African American,148.0,1418697,19.3
Georgia,"Urinary Bladder, invasive and in situ",2009,Male,White,1069.0,3090882,39.0
Georgia,"Urinary Bladder, invasive and in situ",2010,Female,Black or African American,77.0,1630851,6.5
Georgia,"Urinary Bladder, invasive and in situ",2010,Female,White,338.0,3131747,9.4
Georgia,"Urinary Bladder, invasive and in situ",2010,Male,Asian or Pacific Islander,17.0,172893,21.3
Georgia,"Urinary Bladder, invasive and in situ",2010,Male,Black or African American,160.0,1440216,20.9
Georgia,"Urinary Bladder, invasive and in situ",2010,Male,White,1169.0,3100752,40.7
Georgia,"Urinary Bladder, invasive and in situ",2011,Female,Black or African American,74.0,1656219,5.9
Georgia,"Urinary Bladder, invasive and in situ",2011,Female,White,308.0,3146514,8.1
Georgia,"Urinary Bladder, invasive and in situ",2011,Male,Black or African American,155.0,1467837,20.5
Georgia,"Urinary Bladder, invasive and in situ",2011,Male,White,1067.0,3115813,36.7
Georgia,"Urinary Bladder, invasive and in situ",2012,Female,Black or African American,81.0,1680487,6.5
Georgia,"Urinary Bladder, invasive and in situ",2012,Female,White,350.0,3165663,9.2
Georgia,"Urinary Bladder, invasive and in situ",2012,Male,Black or African American,152.0,1491510,17.6
Georgia,"Urinary Bladder, invasive and in situ",2012,Male,White,1158.0,3134385,38.4
Georgia,"Urinary Bladder, invasive and in situ",2013,Female,Black or African American,83.0,1704192,6.3
Georgia,"Urinary Bladder, invasive and in situ",2013,Female,White,306.0,3174695,7.7
Georgia,"Urinary Bladder, invasive and in situ",2013,Male,Black or African American,161.0,1509744,17.1
Georgia,"Urinary Bladder, invasive and in situ",2013,Male,White,1150.0,3138143,36.6
Georgia,"Urinary Bladder, invasive and in situ",2014,Female,Black or African American,92.0,1734763,6.5
Georgia,"Urinary Bladder, invasive and in situ",2014,Female,White,347.0,3191328,8.6
Georgia,"Urinary Bladder, invasive and in situ",2014,Male,Black or African American,185.0,1533497,21.0
Georgia,"Urinary Bladder, invasive and in situ",2014,Male,White,1175.0,3151565,36.4
Georgia,"Urinary Bladder, invasive and in situ",2015,Female,Black or African American,108.0,1767421,7.4
Georgia,"Urinary Bladder, invasive and in situ",2015,Female,White,339.0,3209693,8.2
Georgia,"Urinary Bladder, invasive and in situ",2015,Male,Black or African American,156.0,1559252,16.1
Georgia,"Urinary Bladder, invasive and in situ",2015,Male,White,1210.0,3167199,36.7
Hawaii,"Urinary Bladder, invasive and in situ",1999,Female,Asian or Pacific Islander,24.0,447529,4.8
Hawaii,"Urinary Bladder, invasive and in situ",1999,Male,Asian or Pacific Islander,68.0,431560,16.7
Hawaii,"Urinary Bladder, invasive and in situ",1999,Male,White,54.0,156121,36.9
Hawaii,"Urinary Bladder, invasive and in situ",2000,Female,Asian or Pacific Islander,19.0,452761,3.6
Hawaii,"Urinary Bladder, invasive and in situ",2000,Female,White,16.0,136404,10.4
Hawaii,"Urinary Bladder, invasive and in situ",2000,Male,Asian or Pacific Islander,72.0,431199,17.3
Hawaii,"Urinary Bladder, invasive and in situ",2000,Male,White,47.0,158453,31.6
Hawaii,"Urinary Bladder, invasive and in situ",2001,Female,Asian or Pacific Islander,22.0,455775,4.1
Hawaii,"Urinary Bladder, invasive and in situ",2001,Male,Asian or Pacific Islander,76.0,434388,17.9
Hawaii,"Urinary Bladder, invasive and in situ",2001,Male,White,56.0,160635,37.2
Hawaii,"Urinary Bladder, invasive and in situ",2002,Female,Asian or Pacific Islander,18.0,460251,3.2
Hawaii,"Urinary Bladder, invasive and in situ",2002,Male,Asian or Pacific Islander,94.0,438145,21.6
Hawaii,"Urinary Bladder, invasive and in situ",2002,Male,White,65.0,162733,42.0
Hawaii,"Urinary Bladder, invasive and in situ",2003,Female,Asian or Pacific Islander,32.0,465814,5.6
Hawaii,"Urinary Bladder, invasive and in situ",2003,Female,White,19.0,141420,11.2
Hawaii,"Urinary Bladder, invasive and in situ",2003,Male,Asian or Pacific Islander,71.0,441280,16.3
Hawaii,"Urinary Bladder, invasive and in situ",2003,Male,White,74.0,164048,46.2
Hawaii,"Urinary Bladder, invasive and in situ",2004,Female,Asian or Pacific Islander,31.0,475644,5.2
Hawaii,"Urinary Bladder, invasive and in situ",2004,Female,White,23.0,144563,13.0
Hawaii,"Urinary Bladder, invasive and in situ",2004,Male,Asian or Pacific Islander,99.0,448361,22.5
Hawaii,"Urinary Bladder, invasive and in situ",2004,Male,White,66.0,166718,38.8
Hawaii,"Urinary Bladder, invasive and in situ",2005,Female,Asian or Pacific Islander,33.0,481484,5.4
Hawaii,"Urinary Bladder, invasive and in situ",2005,Female,White,27.0,146538,14.5
Hawaii,"Urinary Bladder, invasive and in situ",2005,Male,Asian or Pacific Islander,89.0,455110,19.7
Hawaii,"Urinary Bladder, invasive and in situ",2005,Male,White,69.0,170271,39.9
Hawaii,"Urinary Bladder, invasive and in situ",2006,Female,Asian or Pacific Islander,28.0,487072,4.6
Hawaii,"Urinary Bladder, invasive and in situ",2006,Female,White,17.0,148470,9.0
Hawaii,"Urinary Bladder, invasive and in situ",2006,Male,Asian or Pacific Islander,105.0,461317,22.7
Hawaii,"Urinary Bladder, invasive and in situ",2006,Male,White,74.0,173189,43.5
Hawaii,"Urinary Bladder, invasive and in situ",2007,Female,Asian or Pacific Islander,30.0,490945,4.9
Hawaii,"Urinary Bladder, invasive and in situ",2007,Female,White,18.0,149812,8.6
Hawaii,"Urinary Bladder, invasive and in situ",2007,Male,Asian or Pacific Islander,90.0,462571,18.9
Hawaii,"Urinary Bladder, invasive and in situ",2007,Male,White,78.0,173797,42.3
Hawaii,"Urinary Bladder, invasive and in situ",2008,Female,Asian or Pacific Islander,35.0,496890,5.3
Hawaii,"Urinary Bladder, invasive and in situ",2008,Female,White,18.0,151946,8.9
Hawaii,"Urinary Bladder, invasive and in situ",2008,Male,Asian or Pacific Islander,91.0,467927,19.0
Hawaii,"Urinary Bladder, invasive and in situ",2008,Male,White,74.0,176539,42.0
Hawaii,"Urinary Bladder, invasive and in situ",2009,Female,Asian or Pacific Islander,37.0,502614,5.4
Hawaii,"Urinary Bladder, invasive and in situ",2009,Female,White,22.0,153888,11.6
Hawaii,"Urinary Bladder, invasive and in situ",2009,Male,Asian or Pacific Islander,94.0,472220,19.5
Hawaii,"Urinary Bladder, invasive and in situ",2009,Male,White,82.0,178725,40.5
Hawaii,"Urinary Bladder, invasive and in situ",2010,Female,Asian or Pacific Islander,33.0,507929,5.0
Hawaii,"Urinary Bladder, invasive and in situ",2010,Female,White,23.0,155880,11.5
Hawaii,"Urinary Bladder, invasive and in situ",2010,Male,Asian or Pacific Islander,83.0,478085,16.9
Hawaii,"Urinary Bladder, invasive and in situ",2010,Male,White,93.0,181853,47.0
Hawaii,"Urinary Bladder, invasive and in situ",2011,Female,Asian or Pacific Islander,35.0,511862,4.9
Hawaii,"Urinary Bladder, invasive and in situ",2011,Male,Asian or Pacific Islander,78.0,481427,15.4
Hawaii,"Urinary Bladder, invasive and in situ",2011,Male,White,79.0,184274,36.2
Hawaii,"Urinary Bladder, invasive and in situ",2012,Female,Asian or Pacific Islander,40.0,515539,5.4
Hawaii,"Urinary Bladder, invasive and in situ",2012,Female,White,18.0,159534,7.0
Hawaii,"Urinary Bladder, invasive and in situ",2012,Male,Asian or Pacific Islander,98.0,485208,18.8
Hawaii,"Urinary Bladder, invasive and in situ",2012,Male,White,69.0,187063,31.6
Hawaii,"Urinary Bladder, invasive and in situ",2013,Female,Asian or Pacific Islander,41.0,519574,5.8
Hawaii,"Urinary Bladder, invasive and in situ",2013,Female,White,17.0,161543,7.3
Hawaii,"Urinary Bladder, invasive and in situ",2013,Male,Asian or Pacific Islander,82.0,489533,15.0
Hawaii,"Urinary Bladder, invasive and in situ",2013,Male,White,81.0,189887,35.7
Hawaii,"Urinary Bladder, invasive and in situ",2014,Female,Asian or Pacific Islander,38.0,521991,5.0
Hawaii,"Urinary Bladder, invasive and in situ",2014,Female,White,16.0,163222,5.5
Hawaii,"Urinary Bladder, invasive and in situ",2014,Male,Asian or Pacific Islander,111.0,491739,20.8
Hawaii,"Urinary Bladder, invasive and in situ",2014,Male,White,102.0,192153,42.2
Hawaii,"Urinary Bladder, invasive and in situ",2015,Female,Asian or Pacific Islander,40.0,524192,5.3
Hawaii,"Urinary Bladder, invasive and in situ",2015,Female,White,19.0,164613,8.5
Hawaii,"Urinary Bladder, invasive and in situ",2015,Male,Asian or Pacific Islander,96.0,493613,17.3
Hawaii,"Urinary Bladder, invasive and in situ",2015,Male,White,97.0,194055,38.6
Idaho,"Urinary Bladder, invasive and in situ",1999,Female,White,44.0,616853,7.1
Idaho,"Urinary Bladder, invasive and in situ",1999,Male,White,184.0,619156,35.5
Idaho,"Urinary Bladder, invasive and in situ",2000,Female,White,57.0,626115,9.0
Idaho,"Urinary Bladder, invasive and in situ",2000,Male,White,215.0,629486,41.5
Idaho,"Urinary Bladder, invasive and in situ",2001,Female,White,61.0,634947,9.2
Idaho,"Urinary Bladder, invasive and in situ",2001,Male,White,206.0,638757,39.3
Idaho,"Urinary Bladder, invasive and in situ",2002,Female,White,51.0,644420,7.5
Idaho,"Urinary Bladder, invasive and in situ",2002,Male,White,221.0,647518,41.5
Idaho,"Urinary Bladder, invasive and in situ",2003,Female,White,49.0,654457,7.3
Idaho,"Urinary Bladder, invasive and in situ",2003,Male,White,206.0,658114,36.8
Idaho,"Urinary Bladder, invasive and in situ",2004,Female,White,78.0,666462,10.8
Idaho,"Urinary Bladder, invasive and in situ",2004,Male,White,207.0,671918,36.5
Idaho,"Urinary Bladder, invasive and in situ",2005,Female,White,68.0,683535,9.2
Idaho,"Urinary Bladder, invasive and in situ",2005,Male,White,266.0,687759,44.1
Idaho,"Urinary Bladder, invasive and in situ",2006,Female,White,73.0,702170,9.8
Idaho,"Urinary Bladder, invasive and in situ",2006,Male,White,229.0,706286,37.0
Idaho,"Urinary Bladder, invasive and in situ",2007,Female,White,64.0,718285,8.3
Idaho,"Urinary Bladder, invasive and in situ",2007,Male,White,243.0,722964,37.7
Idaho,"Urinary Bladder, invasive and in situ",2008,Female,White,71.0,731524,8.9
Idaho,"Urinary Bladder, invasive and in situ",2008,Male,White,271.0,736219,40.4
Idaho,"Urinary Bladder, invasive and in situ",2009,Female,White,77.0,740921,9.4
Idaho,"Urinary Bladder, invasive and in situ",2009,Male,White,269.0,744244,39.1
Idaho,"Urinary Bladder, invasive and in situ",2010,Female,White,75.0,748529,8.9
Idaho,"Urinary Bladder, invasive and in situ",2010,Male,White,306.0,751181,42.9
Idaho,"Urinary Bladder, invasive and in situ",2011,Female,White,80.0,754000,9.5
Idaho,"Urinary Bladder, invasive and in situ",2011,Male,White,258.0,756517,35.0
Idaho,"Urinary Bladder, invasive and in situ",2012,Female,White,61.0,758969,7.0
Idaho,"Urinary Bladder, invasive and in situ",2012,Male,White,307.0,761203,40.7
Idaho,"Urinary Bladder, invasive and in situ",2013,Female,White,72.0,765683,7.5
Idaho,"Urinary Bladder, invasive and in situ",2013,Male,White,304.0,768372,38.5
Idaho,"Urinary Bladder, invasive and in situ",2014,Female,White,90.0,775063,9.6
Idaho,"Urinary Bladder, invasive and in situ",2014,Male,White,293.0,778015,35.8
Idaho,"Urinary Bladder, invasive and in situ",2015,Female,White,96.0,783154,9.7
Idaho,"Urinary Bladder, invasive and in situ",2015,Male,White,273.0,786456,32.0
Illinois,"Urinary Bladder, invasive and in situ",1999,Female,Black or African American,66.0,1020831,8.8
Illinois,"Urinary Bladder, invasive and in situ",1999,Female,White,657.0,5045484,10.9
Illinois,"Urinary Bladder, invasive and in situ",1999,Male,Black or African American,95.0,902429,19.9
Illinois,"Urinary Bladder, invasive and in situ",1999,Male,White,1798.0,4906281,42.4
Illinois,"Urinary Bladder, invasive and in situ",1999,Male,Other Races and Unknown combined,25.0,,
Illinois,"Urinary Bladder, invasive and in situ",2000,Female,Black or African American,67.0,1027677,8.4
Illinois,"Urinary Bladder, invasive and in situ",2000,Female,White,688.0,5058781,11.5
Illinois,"Urinary Bladder, invasive and in situ",2000,Male,Black or African American,107.0,908855,20.6
Illinois,"Urinary Bladder, invasive and in situ",2000,Male,White,1863.0,4929054,43.6
Illinois,"Urinary Bladder, invasive and in situ",2000,Male,Other Races and Unknown combined,18.0,,
Illinois,"Urinary Bladder, invasive and in situ",2001,Female,Black or African American,70.0,1029945,8.8
Illinois,"Urinary Bladder, invasive and in situ",2001,Female,White,634.0,5069579,10.5
Illinois,"Urinary Bladder, invasive and in situ",2001,Male,Black or African American,93.0,910304,18.1
Illinois,"Urinary Bladder, invasive and in situ",2001,Male,White,1853.0,4945920,43.0
Illinois,"Urinary Bladder, invasive and in situ",2001,Male,Other Races and Unknown combined,16.0,,
Illinois,"Urinary Bladder, invasive and in situ",2002,Female,Black or African American,79.0,1030826,9.7
Illinois,"Urinary Bladder, invasive and in situ",2002,Female,White,646.0,5074378,10.5
Illinois,"Urinary Bladder, invasive and in situ",2002,Male,Black or African American,97.0,911417,19.8
Illinois,"Urinary Bladder, invasive and in situ",2002,Male,White,2010.0,4953956,46.5
Illinois,"Urinary Bladder, invasive and in situ",2003,Female,Black or African American,51.0,1031418,6.3
Illinois,"Urinary Bladder, invasive and in situ",2003,Female,White,740.0,5077409,12.2
Illinois,"Urinary Bladder, invasive and in situ",2003,Male,Asian or Pacific Islander,16.0,254551,14.7
Illinois,"Urinary Bladder, invasive and in situ",2003,Male,Black or African American,104.0,910922,18.6
Illinois,"Urinary Bladder, invasive and in situ",2003,Male,White,1967.0,4959900,44.9
Illinois,"Urinary Bladder, invasive and in situ",2003,Male,Other Races and Unknown combined,25.0,,
Illinois,"Urinary Bladder, invasive and in situ",2004,Female,Black or African American,55.0,1031428,6.5
Illinois,"Urinary Bladder, invasive and in situ",2004,Female,White,651.0,5078001,10.6
Illinois,"Urinary Bladder, invasive and in situ",2004,Male,Asian or Pacific Islander,22.0,262789,16.6
Illinois,"Urinary Bladder, invasive and in situ",2004,Male,Black or African American,109.0,913045,19.4
Illinois,"Urinary Bladder, invasive and in situ",2004,Male,White,1987.0,4969832,44.9
Illinois,"Urinary Bladder, invasive and in situ",2004,Male,Other Races and Unknown combined,29.0,,
Illinois,"Urinary Bladder, invasive and in situ",2005,Female,Black or African American,71.0,1031313,8.2
Illinois,"Urinary Bladder, invasive and in situ",2005,Female,White,700.0,5076409,11.4
Illinois,"Urinary Bladder, invasive and in situ",2005,Male,Asian or Pacific Islander,18.0,270635,12.3
Illinois,"Urinary Bladder, invasive and in situ",2005,Male,Black or African American,107.0,913540,19.3
Illinois,"Urinary Bladder, invasive and in situ",2005,Male,White,2019.0,4969968,44.8
Illinois,"Urinary Bladder, invasive and in situ",2005,Male,Other Races and Unknown combined,34.0,,
Illinois,"Urinary Bladder, invasive and in situ",2006,Female,Black or African American,65.0,1032676,7.5
Illinois,"Urinary Bladder, invasive and in situ",2006,Female,White,684.0,5079323,11.1
Illinois,"Urinary Bladder, invasive and in situ",2006,Male,Asian or Pacific Islander,22.0,279538,14.1
Illinois,"Urinary Bladder, invasive and in situ",2006,Male,Black or African American,110.0,915160,20.8
Illinois,"Urinary Bladder, invasive and in situ",2006,Male,White,1853.0,4975113,41.0
Illinois,"Urinary Bladder, invasive and in situ",2006,Male,Other Races and Unknown combined,28.0,,
Illinois,"Urinary Bladder, invasive and in situ",2007,Female,Black or African American,71.0,1034950,8.1
Illinois,"Urinary Bladder, invasive and in situ",2007,Female,White,658.0,5091715,10.5
Illinois,"Urinary Bladder, invasive and in situ",2007,Male,Asian or Pacific Islander,22.0,288951,13.6
Illinois,"Urinary Bladder, invasive and in situ",2007,Male,Black or African American,123.0,916207,20.8
Illinois,"Urinary Bladder, invasive and in situ",2007,Male,White,1934.0,4986628,42.2
Illinois,"Urinary Bladder, invasive and in situ",2007,Male,Other Races and Unknown combined,32.0,,
Illinois,"Urinary Bladder, invasive and in situ",2008,Female,Black or African American,93.0,1037454,10.4
Illinois,"Urinary Bladder, invasive and in situ",2008,Female,White,668.0,5103088,10.6
Illinois,"Urinary Bladder, invasive and in situ",2008,Male,Asian or Pacific Islander,19.0,297007,12.9
Illinois,"Urinary Bladder, invasive and in situ",2008,Male,Black or African American,142.0,917777,23.1
Illinois,"Urinary Bladder, invasive and in situ",2008,Male,White,2040.0,4999575,43.7
Illinois,"Urinary Bladder, invasive and in situ",2008,Male,Other Races and Unknown combined,27.0,,
Illinois,"Urinary Bladder, invasive and in situ",2009,Female,Black or African American,78.0,1040782,8.5
Illinois,"Urinary Bladder, invasive and in situ",2009,Female,White,657.0,5114689,10.3
Illinois,"Urinary Bladder, invasive and in situ",2009,Male,Asian or Pacific Islander,27.0,304967,13.9
Illinois,"Urinary Bladder, invasive and in situ",2009,Male,Black or African American,149.0,920044,24.3
Illinois,"Urinary Bladder, invasive and in situ",2009,Male,White,2101.0,5009049,44.1
Illinois,"Urinary Bladder, invasive and in situ",2009,Male,Other Races and Unknown combined,25.0,,
Illinois,"Urinary Bladder, invasive and in situ",2010,Female,Black or African American,64.0,1043979,6.9
Illinois,"Urinary Bladder, invasive and in situ",2010,Female,White,640.0,5123839,9.8
Illinois,"Urinary Bladder, invasive and in situ",2010,Male,Asian or Pacific Islander,27.0,312220,12.7
Illinois,"Urinary Bladder, invasive and in situ",2010,Male,Black or African American,125.0,923366,19.5
Illinois,"Urinary Bladder, invasive and in situ",2010,Male,White,2010.0,5018079,41.5
Illinois,"Urinary Bladder, invasive and in situ",2010,Male,Other Races and Unknown combined,33.0,,
Illinois,"Urinary Bladder, invasive and in situ",2011,Female,Black or African American,72.0,1043267,7.4
Illinois,"Urinary Bladder, invasive and in situ",2011,Female,White,675.0,5122168,10.4
Illinois,"Urinary Bladder, invasive and in situ",2011,Male,Asian or Pacific Islander,28.0,320820,13.5
Illinois,"Urinary Bladder, invasive and in situ",2011,Male,Black or African American,123.0,924174,19.3
Illinois,"Urinary Bladder, invasive and in situ",2011,Male,White,2012.0,5020157,40.6
Illinois,"Urinary Bladder, invasive and in situ",2011,Male,Other Races and Unknown combined,20.0,,
Illinois,"Urinary Bladder, invasive and in situ",2012,Female,Black or African American,77.0,1042603,8.2
Illinois,"Urinary Bladder, invasive and in situ",2012,Female,White,646.0,5116642,9.8
Illinois,"Urinary Bladder, invasive and in situ",2012,Male,Asian or Pacific Islander,26.0,330222,12.5
Illinois,"Urinary Bladder, invasive and in situ",2012,Male,Black or African American,110.0,924985,16.7
Illinois,"Urinary Bladder, invasive and in situ",2012,Male,White,2010.0,5016520,39.9
Illinois,"Urinary Bladder, invasive and in situ",2012,Male,Other Races and Unknown combined,19.0,,
Illinois,"Urinary Bladder, invasive and in situ",2013,Female,Black or African American,78.0,1042088,7.7
Illinois,"Urinary Bladder, invasive and in situ",2013,Female,White,673.0,5108497,10.1
Illinois,"Urinary Bladder, invasive and in situ",2013,Male,Asian or Pacific Islander,42.0,340155,16.5
Illinois,"Urinary Bladder, invasive and in situ",2013,Male,Black or African American,160.0,925486,24.4
Illinois,"Urinary Bladder, invasive and in situ",2013,Male,White,2140.0,5013240,41.5
Illinois,"Urinary Bladder, invasive and in situ",2013,Male,Other Races and Unknown combined,25.0,,
Illinois,"Urinary Bladder, invasive and in situ",2014,Female,Black or African American,77.0,1040237,7.4
Illinois,"Urinary Bladder, invasive and in situ",2014,Female,White,666.0,5093945,9.9
Illinois,"Urinary Bladder, invasive and in situ",2014,Male,Asian or Pacific Islander,44.0,348482,17.6
Illinois,"Urinary Bladder, invasive and in situ",2014,Male,Black or African American,160.0,924982,22.1
Illinois,"Urinary Bladder, invasive and in situ",2014,Male,White,2067.0,5000369,39.6
Illinois,"Urinary Bladder, invasive and in situ",2014,Male,Other Races and Unknown combined,21.0,,
Illinois,"Urinary Bladder, invasive and in situ",2015,Female,Black or African American,67.0,1037462,6.5
Illinois,"Urinary Bladder, invasive and in situ",2015,Female,White,731.0,5070849,10.7
Illinois,"Urinary Bladder, invasive and in situ",2015,Male,Asian or Pacific Islander,36.0,356657,13.1
Illinois,"Urinary Bladder, invasive and in situ",2015,Male,Black or African American,143.0,923958,20.4
Illinois,"Urinary Bladder, invasive and in situ",2015,Male,White,2135.0,4981627,39.8
Illinois,"Urinary Bladder, invasive and in situ",2015,Male,Other Races and Unknown combined,44.0,,
Indiana,"Urinary Bladder, invasive and in situ",1999,Female,White,302.0,2768991,9.4
Indiana,"Urinary Bladder, invasive and in situ",1999,Male,Black or African American,28.0,251422,18.5
Indiana,"Urinary Bladder, invasive and in situ",1999,Male,White,882.0,2670936,38.5
Indiana,"Urinary Bladder, invasive and in situ",2000,Female,Black or African American,16.0,278644,7.5
Indiana,"Urinary Bladder, invasive and in situ",2000,Female,White,318.0,2780236,9.8
Indiana,"Urinary Bladder, invasive and in situ",2000,Male,Black or African American,22.0,257085,14.2
Indiana,"Urinary Bladder, invasive and in situ",2000,Male,White,878.0,2687658,37.6
Indiana,"Urinary Bladder, invasive and in situ",2001,Female,Black or African American,20.0,283848,9.5
Indiana,"Urinary Bladder, invasive and in situ",2001,Female,White,303.0,2789280,9.3
Indiana,"Urinary Bladder, invasive and in situ",2001,Male,Black or African American,31.0,262126,19.9
Indiana,"Urinary Bladder, invasive and in situ",2001,Male,White,868.0,2698948,37.3
Indiana,"Urinary Bladder, invasive and in situ",2002,Female,White,318.0,2794992,9.5
Indiana,"Urinary Bladder, invasive and in situ",2002,Male,Black or African American,35.0,266552,23.3
